workload,run,real_sec,user_sec,sys_sec
sequential,1,0.0110,0.0010,0.0080
sequential,2,0.0250,0.0030,0.0190
sequential,3,0.0250,0.0040,0.0190
sequential,4,0.0230,0.0040,0.0170
sequential,5,0.0260,0.0040,0.0190
sequential,6,0.0230,0.0040,0.0170
sequential,7,0.0110,0.0010,0.0080
sequential,8,0.0240,0.0040,0.0180
sequential,9,0.0110,0.0010,0.0080
sequential,10,0.0230,0.0040,0.0170
sequential,11,0.0250,0.0040,0.0180
sequential,12,0.0250,0.0040,0.0190
sequential,13,0.0250,0.0040,0.0200
sequential,14,0.0160,0.0030,0.0120
sequential,15,0.0210,0.0030,0.0150
sequential,16,0.0260,0.0040,0.0200
sequential,17,0.0270,0.0040,0.0200
sequential,18,0.0240,0.0040,0.0180
sequential,19,0.0210,0.0030,0.0150
sequential,20,0.0250,0.0040,0.0190
random,1,0.0310,0.0090,0.0150
random,2,0.0330,0.0100,0.0170
random,3,0.0360,0.0110,0.0170
random,4,0.0210,0.0070,0.0100
random,5,0.0330,0.0100,0.0170
random,6,0.0330,0.0100,0.0160
random,7,0.0340,0.0100,0.0170
random,8,0.0350,0.0110,0.0180
random,9,0.0240,0.0080,0.0120
random,10,0.0330,0.0100,0.0160
random,11,0.0330,0.0100,0.0170
random,12,0.0350,0.0100,0.0170
random,13,0.0340,0.0100,0.0170
random,14,0.0340,0.0110,0.0170
random,15,0.0330,0.0100,0.0170
random,16,0.0340,0.0100,0.0170
random,17,0.0340,0.0100,0.0170
random,18,0.0320,0.0100,0.0160
random,19,0.0330,0.0100,0.0170
random,20,0.0320,0.0100,0.0160
phase_change,1,0.0670,0.0160,0.0410
phase_change,2,0.0640,0.0150,0.0390
phase_change,3,0.0640,0.0150,0.0400
phase_change,4,0.0640,0.0150,0.0400
phase_change,5,0.0630,0.0150,0.0400
phase_change,6,0.0490,0.0130,0.0290
phase_change,7,0.0650,0.0150,0.0400
phase_change,8,0.0640,0.0150,0.0390
phase_change,9,0.0530,0.0140,0.0310
phase_change,10,0.0630,0.0150,0.0400
phase_change,11,0.0600,0.0140,0.0370
phase_change,12,0.0650,0.0150,0.0400
phase_change,13,0.0670,0.0150,0.0420
phase_change,14,0.0640,0.0150,0.0400
phase_change,15,0.0620,0.0150,0.0390
phase_change,16,0.0640,0.0140,0.0400
phase_change,17,0.0670,0.0150,0.0410
phase_change,18,0.0500,0.0130,0.0290
phase_change,19,0.0620,0.0150,0.0380
phase_change,20,0.0650,0.0150,0.0400
tar_workload,1,0.0430,0.0050,0.0340
tar_workload,2,0.0500,0.0080,0.0390
tar_workload,3,0.0440,0.0050,0.0360
tar_workload,4,0.0520,0.0080,0.0400
tar_workload,5,0.0510,0.0080,0.0390
tar_workload,6,0.0520,0.0080,0.0400
tar_workload,7,0.0520,0.0080,0.0400
tar_workload,8,0.0510,0.0080,0.0390
tar_workload,9,0.0540,0.0080,0.0420
tar_workload,10,0.0510,0.0080,0.0390
tar_workload,11,0.0520,0.0080,0.0390
tar_workload,12,0.0530,0.0080,0.0400
tar_workload,13,0.0520,0.0080,0.0400
tar_workload,14,0.0500,0.0080,0.0390
tar_workload,15,0.0520,0.0070,0.0420
tar_workload,16,0.0520,0.0080,0.0400
tar_workload,17,0.0520,0.0090,0.0400
tar_workload,18,0.0530,0.0090,0.0400
tar_workload,19,0.0510,0.0090,0.0390
tar_workload,20,0.0410,0.0050,0.0340
python_import,1,0.0240,0.0050,0.0160
python_import,2,0.0190,0.0070,0.0150
python_import,3,0.0200,0.0070,0.0160
python_import,4,0.0210,0.0070,0.0160
python_import,5,0.0200,0.0070,0.0170
python_import,6,0.0210,0.0070,0.0160
python_import,7,0.0210,0.0070,0.0160
python_import,8,0.0210,0.0070,0.0170
python_import,9,0.0210,0.0080,0.0160
python_import,10,0.0140,0.0050,0.0110
python_import,11,0.0200,0.0070,0.0160
python_import,12,0.0090,0.0030,0.0070
python_import,13,0.0210,0.0070,0.0160
python_import,14,0.0200,0.0070,0.0160
python_import,15,0.0190,0.0070,0.0160
python_import,16,0.0200,0.0070,0.0160
python_import,17,0.0210,0.0070,0.0160
python_import,18,0.0200,0.0070,0.0160
python_import,19,0.0210,0.0070,0.0170
python_import,20,0.0090,0.0030,0.0070
cache_lookup_workload,1,2.4440,0.0190,0.0150
cache_lookup_workload,2,2.4290,0.0260,0.0160
cache_lookup_workload,3,2.4590,0.0260,0.0150
cache_lookup_workload,4,2.4280,0.0250,0.0150
cache_lookup_workload,5,2.4500,0.0250,0.0150
cache_lookup_workload,6,2.4990,0.0250,0.0150
cache_lookup_workload,7,2.4810,0.0240,0.0150
cache_lookup_workload,8,2.4490,0.0260,0.0150
cache_lookup_workload,9,2.4570,0.0270,0.0150
cache_lookup_workload,10,2.4350,0.0250,0.0150
cache_lookup_workload,11,2.4580,0.0240,0.0160
cache_lookup_workload,12,2.4620,0.0220,0.0150
cache_lookup_workload,13,2.4390,0.0240,0.0150
cache_lookup_workload,14,2.4560,0.0260,0.0150
cache_lookup_workload,15,2.4520,0.0250,0.0150
cache_lookup_workload,16,2.4750,0.0250,0.0140
cache_lookup_workload,17,2.4720,0.0210,0.0100
cache_lookup_workload,18,2.4750,0.0260,0.0150
cache_lookup_workload,19,2.4760,0.0240,0.0140
cache_lookup_workload,20,2.4570,0.0260,0.0150
