workload,run,real_sec,user_sec,sys_sec
sequential,1,0.1320,0.0020,0.0100
sequential,2,0.1370,0.0100,0.0030
sequential,3,0.1210,0.0060,0.0060
sequential,4,0.1120,0.0100,0.0010
sequential,5,0.1380,0.0050,0.0080
sequential,6,0.1050,0.0060,0.0020
sequential,7,0.1120,0.0050,0.0060
sequential,8,0.1080,0.0040,0.0060
sequential,9,0.1310,0.0130,0.0000
sequential,10,0.1000,0.0020,0.0050
sequential,11,0.1330,0.0090,0.0030
sequential,12,0.1330,0.0080,0.0050
sequential,13,0.1150,0.0050,0.0070
sequential,14,0.1350,0.0010,0.0120
sequential,15,0.1350,0.0050,0.0080
sequential,16,0.1300,0.0050,0.0080
sequential,17,0.1340,0.0080,0.0040
sequential,18,0.1150,0.0080,0.0030
sequential,19,0.1360,0.0050,0.0080
sequential,20,0.1220,0.0010,0.0080
random,1,0.0420,0.0180,0.0150
random,2,0.0420,0.0150,0.0180
random,3,0.0380,0.0210,0.0090
random,4,0.0420,0.0210,0.0130
random,5,0.0420,0.0180,0.0150
random,6,0.0420,0.0220,0.0120
random,7,0.0370,0.0240,0.0040
random,8,0.0430,0.0290,0.0060
random,9,0.0410,0.0260,0.0080
random,10,0.0410,0.0180,0.0150
random,11,0.0430,0.0260,0.0090
random,12,0.0430,0.0150,0.0190
random,13,0.0410,0.0230,0.0110
random,14,0.0430,0.0250,0.0100
random,15,0.0420,0.0220,0.0110
random,16,0.0420,0.0210,0.0120
random,17,0.0440,0.0260,0.0100
random,18,0.0160,0.0120,0.0010
random,19,0.0300,0.0170,0.0070
random,20,0.0430,0.0150,0.0190
phase_change,1,0.2320,0.0140,0.0070
phase_change,2,0.2400,0.0150,0.0080
phase_change,3,0.2420,0.0160,0.0080
phase_change,4,0.2490,0.0110,0.0150
phase_change,5,0.2500,0.0220,0.0040
phase_change,6,0.2440,0.0160,0.0090
phase_change,7,0.2480,0.0130,0.0120
phase_change,8,0.2510,0.0080,0.0170
phase_change,9,0.2510,0.0080,0.0170
phase_change,10,0.2570,0.0130,0.0120
phase_change,11,0.2470,0.0190,0.0060
phase_change,12,0.2300,0.0170,0.0090
phase_change,13,0.2460,0.0090,0.0150
phase_change,14,0.2530,0.0200,0.0050
phase_change,15,0.2540,0.0130,0.0130
phase_change,16,0.2400,0.0110,0.0130
phase_change,17,0.2390,0.0130,0.0120
phase_change,18,0.2490,0.0130,0.0120
phase_change,19,0.2500,0.0140,0.0100
phase_change,20,0.2520,0.0120,0.0130
sqlite_workload,1,0.0350,0.0080,0.0060
sqlite_workload,2,0.0330,0.0100,0.0030
sqlite_workload,3,0.0330,0.0020,0.0120
sqlite_workload,4,0.0320,0.0060,0.0080
sqlite_workload,5,0.0340,0.0130,0.0010
sqlite_workload,6,0.0330,0.0100,0.0030
sqlite_workload,7,0.0310,0.0060,0.0070
sqlite_workload,8,0.0290,0.0080,0.0030
sqlite_workload,9,0.0310,0.0030,0.0090
sqlite_workload,10,0.0340,0.0090,0.0050
sqlite_workload,11,0.0330,0.0100,0.0040
sqlite_workload,12,0.0330,0.0100,0.0040
sqlite_workload,13,0.0320,0.0010,0.0120
sqlite_workload,14,0.0330,0.0100,0.0030
sqlite_workload,15,0.0330,0.0140,0.0000
sqlite_workload,16,0.0320,0.0110,0.0030
sqlite_workload,17,0.0320,0.0070,0.0070
sqlite_workload,18,0.0330,0.0130,0.0000
sqlite_workload,19,0.0350,0.0090,0.0050
sqlite_workload,20,0.0350,0.0090,0.0060
tar_workload,1,0.0670,0.0070,0.0170
tar_workload,2,0.0680,0.0130,0.0120
tar_workload,3,0.0670,0.0140,0.0080
tar_workload,4,0.0370,0.0090,0.0080
tar_workload,5,0.0690,0.0060,0.0200
tar_workload,6,0.0370,0.0060,0.0100
tar_workload,7,0.0690,0.0130,0.0130
tar_workload,8,0.0700,0.0140,0.0110
tar_workload,9,0.0720,0.0060,0.0210
tar_workload,10,0.0680,0.0070,0.0170
tar_workload,11,0.0700,0.0120,0.0140
tar_workload,12,0.0710,0.0130,0.0120
tar_workload,13,0.0700,0.0060,0.0200
tar_workload,14,0.0370,0.0040,0.0130
tar_workload,15,0.0690,0.0040,0.0210
tar_workload,16,0.0700,0.0100,0.0160
tar_workload,17,0.0310,0.0060,0.0090
tar_workload,18,0.0720,0.0040,0.0230
tar_workload,19,0.0670,0.0070,0.0180
tar_workload,20,0.0700,0.0080,0.0190
python_import,1,0.0820,0.0220,0.0000
python_import,2,0.0560,0.0190,0.0000
python_import,3,0.0550,0.0080,0.0090
python_import,4,0.0560,0.0090,0.0090
python_import,5,0.0560,0.0080,0.0100
python_import,6,0.0570,0.0150,0.0040
python_import,7,0.0540,0.0070,0.0110
python_import,8,0.0560,0.0100,0.0090
python_import,9,0.0560,0.0190,0.0000
python_import,10,0.0550,0.0040,0.0130
python_import,11,0.0570,0.0080,0.0110
python_import,12,0.0550,0.0130,0.0040
python_import,13,0.0560,0.0090,0.0090
python_import,14,0.0570,0.0090,0.0110
python_import,15,0.0560,0.0120,0.0040
python_import,16,0.0570,0.0130,0.0060
python_import,17,0.0570,0.0080,0.0110
python_import,18,0.0520,0.0130,0.0010
python_import,19,0.0650,0.0110,0.0110
python_import,20,0.0560,0.0100,0.0060
